epoch,accuracy,loss,val_accuracy,val_loss
0,0.4328223764896393,18.054729461669922,0.35801631212234497,18.824426651000977
1,0.5829576253890991,8.872396469116211,0.38790759444236755,8.497611999511719
2,0.6496844291687012,7.189117908477783,0.3552989065647125,8.550867080688477
3,0.6546438336372375,5.857297420501709,0.36684781312942505,6.3864593505859375
4,0.6670423746109009,4.740525722503662,0.48233696818351746,4.664467811584473
5,0.6916140913963318,3.8633172512054443,0.555027186870575,4.241352558135986
6,0.7137060165405273,3.1807384490966797,0.5788043737411499,3.4334073066711426
7,0.7155094742774963,2.671424627304077,0.39198368787765503,3.64704966545105
8,0.709197461605072,2.2925362586975098,0.50951087474823,3.0636343955993652
9,0.7432371377944946,1.9667068719863892,0.38383153080940247,6.358769416809082
10,0.7790802717208862,1.6689722537994385,0.38722825050354004,10.43114948272705
11,0.8059062361717224,1.439428687095642,0.52513587474823,2.4909870624542236
12,0.8214607834815979,1.2749676704406738,0.7051630616188049,1.4975050687789917
13,0.8178539276123047,1.1800702810287476,0.35054346919059753,9.424888610839844
14,0.8336338996887207,1.0408748388290405,0.4055706560611725,6.472136974334717
15,0.8818755745887756,0.883139431476593,0.41576087474823,13.87377643585205
16,0.888638436794281,0.8016190528869629,0.3444293439388275,18.17267417907715
17,0.8949503898620605,0.7245309352874756,0.4055706560611725,6.131759166717529
